GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000052911.9	57.8489808759978	1.07551856567058	0.231326622141939	4.64935058365507	3.32981802885627e-06	4.31720300294304e-05	chr9	108479735	108490530	+	NA	Lamb2
ENSMUSG00000022614.8	54.8521317247212	1.28500317537031	0.276414657923505	4.64882428820371	3.33832443820545e-06	4.32555012244056e-05	chr15	89351003	89355659	-	NA	Lmf2
ENSMUSG00000112060.1	20.0289283231213	-1.23190630860444	0.265968489854607	-4.63177540045388	3.62543331393889e-06	4.68016585767926e-05	chr10	10122485	10126891	+	NA	Gm48279
ENSMUSG00000000303.12	111.321817245605	1.35599690232141	0.292834255561125	4.63059521408471	3.64616066391066e-06	4.70401961532163e-05	chr8	106603350	106670246	+	NA	Cdh1
ENSMUSG00000046167.5	17.6459169043565	1.24256197710254	0.268393646991387	4.62962514586798	3.6632827802991e-06	4.7231956093955e-05	chr9	54286485	54341786	+	NA	Gldn
ENSMUSG00000106895.1	14.6369357144729	1.39777497047521	0.301969786411794	4.62885703594556	3.6768949025914e-06	4.73782520627812e-05	chr5	41342122	41342931	+	NA	Gm4754
ENSMUSG00000017830.15	8.63347281458772	1.75697029556196	0.379603256968693	4.62843841117745	3.68433399741727e-06	4.74448749310267e-05	chr11	100694883	100704271	-	NA	Dhx58
ENSMUSG00000024164.15	5.8898734439787	2.14226334092755	0.463849956622474	4.61844031748209	3.86635147960066e-06	4.96664671332239e-05	chr17	57203969	57228136	-	NA	C3
ENSMUSG00000051367.8	6.37891133869359	2.0617397293985	0.446442639365255	4.61815146584082	3.87173611030603e-06	4.970510575496e-05	chr12	73040014	73053887	-	NA	Six1
ENSMUSG00000032511.17	16.9421166053723	1.2791201967604	0.277011235426758	4.61757514921666	3.88250100822933e-06	4.97821849080932e-05	chr9	119483407	119579016	-	NA	Scn5a
ENSMUSG00000017765.17	104.97576616254	1.02706474294305	0.222508903239164	4.6158366159358	3.91514879203869e-06	5.01700408626869e-05	chr8	105943589	105966097	-	NA	Slc12a4
ENSMUSG00000027215.13	70.436408924076	1.24601006018148	0.26996243212122	4.61549427596648	3.92160850301741e-06	5.02220444725065e-05	chr2	93419110	93463140	-	NA	Cd82
ENSMUSG00000096956.2	60.2026458066539	1.21471266291034	0.263242672586991	4.61442155625027	3.94191618240061e-06	5.04512197812386e-05	chr15	32240564	32244662	-	NA	Snhg18
ENSMUSG00000036256.13	46.7099462125457	1.28637943700202	0.278911188193671	4.61214713304646	3.98530726015164e-06	5.0944211938601e-05	chr5	77349239	77408041	-	NA	Igfbp7
ENSMUSG00000028607.16	45.0523920013825	1.18187479302008	0.256350540302642	4.61038541843829	4.01923120276573e-06	5.13054133414871e-05	chr4	107903980	107923610	-	NA	Cpt2
ENSMUSG00000007080.14	7.30338953295117	1.88163537821785	0.408126169824771	4.61042569023627	4.01845263896535e-06	5.13054133414871e-05	chr5	110286305	110337474	+	NA	Pole
ENSMUSG00000026483.13	24.3634114507726	1.19924386074038	0.260164563335811	4.60955883216285	4.0352433446652e-06	5.1456734187185e-05	chr1	151571185	151721939	+	NA	Fam129a
ENSMUSG00000054509.7	15.7152505166874	1.45602460505397	0.315922401691284	4.60880455852188	4.04990802166773e-06	5.16122647514548e-05	chr14	56575618	56659794	+	NA	Parp4
ENSMUSG00000037095.8	47.2606553186079	2.07921090481645	0.45157564677573	4.60434684567716	4.13762381063509e-06	5.26659322895993e-05	chr17	56119677	56122001	-	NA	Lrg1
ENSMUSG00000026180.8	3.43481286506949	2.31640742591529	0.503133648466636	4.60396046453033	4.14531190481128e-06	5.27316957818238e-05	chr1	74153988	74161246	+	NA	Cxcr2
ENSMUSG00000029560.12	176.463310617578	1.15896067468553	0.251806489368676	4.60258461801858	4.17279939337275e-06	5.30490904034068e-05	chr5	140340298	140389262	-	NA	Snx8
ENSMUSG00000059994.10	4.15281645641312	2.27649650280911	0.494801700103703	4.60082595175399	4.20818948057777e-06	5.34340416559338e-05	chr3	87376386	87402934	+	NA	Fcrl1
ENSMUSG00000040562.12	24.1030375523381	1.80743178683595	0.393009704161014	4.59894951116895	4.24626666498284e-06	5.38848147844576e-05	chr3	107981701	107986453	-	NA	Gstm2
ENSMUSG00000003038.15	11.7275508726893	1.47886398077828	0.321648572028863	4.59776324032796	4.27050885118313e-06	5.41595825377761e-05	chr4	133964737	133968650	-	NA	Hmgn2
ENSMUSG00000023143.10	114.19202004736	1.1147985012739	0.242662134140093	4.59403567525829	4.34755003750279e-06	5.50698449026625e-05	chr16	5195288	5204012	-	NA	Nagpa
ENSMUSG00000004846.10	174.813944711895	1.00514302076084	0.218920646466824	4.59135781381481	4.40371606169408e-06	5.5747526633298e-05	chr5	136987018	136996648	+	NA	Plod3
ENSMUSG00000058603.10	49.6040281419794	1.05399985414768	0.229862051807996	4.58535824359597	4.53208679313531e-06	5.72685988548875e-05	chr1	128038568	128038982	+	NA	Rpl28-ps1
ENSMUSG00000004951.10	19.2652370132563	1.45586185525691	0.317520160490183	4.58510052718974	4.53768059683597e-06	5.72728715187277e-05	chr5	135887918	135889563	+	NA	Hspb1
ENSMUSG00000026712.3	46.9638179140682	1.29570403913405	0.282628369028869	4.58447976608356	4.55118154907551e-06	5.74058261374041e-05	chr2	14229391	14332057	+	NA	Mrc1
ENSMUSG00000046714.7	10.6205808499548	1.57164124623864	0.342885748854586	4.58357120845274	4.57101119529469e-06	5.75864801971071e-05	chr8	121116170	121118895	+	NA	Foxc2
ENSMUSG00000024675.19	2.75051635163128	2.30343955646254	0.502688591363547	4.58223957343938	4.60022429686744e-06	5.78847717932544e-05	chr19	11404769	11427246	+	NA	Ms4a4c
ENSMUSG00000004105.8	33.488028038655	1.50562187041975	0.328631342505212	4.58149201151096	4.61670243385117e-06	5.80222944706307e-05	chr2	33216068	33247717	+	NA	Angptl2
ENSMUSG00000001741.12	20.6328135364619	1.6026201866689	0.350119845779067	4.57734745970437	4.70908937098218e-06	5.91478594686788e-05	chr7	83642824	83745726	-	NA	Il16
ENSMUSG00000062937.7	66.857733379539	1.01576725667575	0.221944197505264	4.5766785890028	4.72416426867301e-06	5.92815585178741e-05	chr4	89137121	89181081	+	NA	Mtap
ENSMUSG00000041117.8	64.2182781503624	1.23573124602076	0.270038723060025	4.5761260904277	4.73665124049953e-06	5.93419155774511e-05	chr7	16992707	16997516	+	NA	Ccdc8
ENSMUSG00000034738.8	31.3893423397967	1.08163550665308	0.236901639188269	4.56575779871867	4.97693137150701e-06	6.19908074879845e-05	chr2	69135799	69189330	+	NA	Nostrin
ENSMUSG00000072115.11	12.4832246959601	1.54003316107734	0.337492914702461	4.56315701452596	5.03901001961542e-06	6.26893614159532e-05	chr14	51091149	51102009	+	NA	Ang
ENSMUSG00000062980.15	52.5411013083066	1.44925293097615	0.317694540265097	4.56178104215085	5.07215262460038e-06	6.30641663723352e-05	chr6	21985915	22256404	+	NA	Cped1
ENSMUSG00000021367.8	62.8955531038978	1.05601867816766	0.231640356403856	4.55887175517262	5.14291629805237e-06	6.38301534368956e-05	chr13	42301475	42307990	+	NA	Edn1
ENSMUSG00000026285.7	3.79535422346422	2.24844276085707	0.493600297760402	4.55518923116307	5.23384405446008e-06	6.48816720278148e-05	chr1	94038304	94052553	-	NA	Pdcd1
ENSMUSG00000031165.6	10.3456586267882	1.97712180404268	0.434150586364764	4.55400007770931	5.26353362447343e-06	6.51724562987643e-05	chrX	8081452	8090498	-	NA	Was
ENSMUSG00000004791.7	27.6038335956512	1.48112668827421	0.325306453649643	4.55301968853465	5.2881321917057e-06	6.53995910852402e-05	chr12	85166634	85177790	-	NA	Pgf
ENSMUSG00000046733.7	5.45919777915023	2.01061936092135	0.44170831937775	4.55191644059088	5.31594498128217e-06	6.56776110788916e-05	chr6	135065650	135084709	+	NA	Gprc5a
ENSMUSG00000063605.5	37.8718805889021	1.51747153338827	0.333372561841541	4.55187890990729	5.31689358564354e-06	6.56776110788916e-05	chr8	94902868	94918098	-	NA	Ccdc102a
ENSMUSG00000030345.16	7.10824516297725	1.88426453404488	0.414012356692926	4.55122776792492	5.33337730343961e-06	6.58409214075057e-05	chr6	126876019	126921839	-	NA	Dyrk4
ENSMUSG00000059588.13	19.9043160731514	1.24796713606016	0.274280329440515	4.54996950968303	5.3653689536104e-06	6.60812490735302e-05	chr2	84330625	84425411	-	NA	Calcrl
ENSMUSG00000038352.15	52.7132411807122	1.33383666648065	0.29378886593341	4.54011986547841	5.62222566656035e-06	6.90009421154793e-05	chr11	97989577	97996181	-	NA	Arl5c
ENSMUSG00000031722.10	3.56148250462767	2.23920271429398	0.493642126345274	4.53608514101526	5.73080524474927e-06	7.01762122468658e-05	chr8	109575127	109579172	-	NA	Hp
ENSMUSG00000037280.12	29.4860314443778	1.25969854141701	0.277838489626517	4.53392380267528	5.78979229104849e-06	7.08495764673476e-05	chr15	100691812	100729376	-	NA	Galnt6
ENSMUSG00000024854.4	40.529632220126	1.11215646275769	0.245381568386802	4.53235534383969	5.83296193309101e-06	7.13361011150481e-05	chr19	4231898	4233634	+	NA	Pold4
ENSMUSG00000117975.1	6.82868377811622	1.95349666802534	0.431055186591728	4.53189458981173	5.84570197679288e-06	7.14501259150611e-05	chr19	47894601	47919299	-	NA	Itprip
ENSMUSG00000044562.12	234.682023171676	1.38887574694786	0.306503323221968	4.53135624223571	5.86062125342213e-06	7.1590638009823e-05	chr7	45627487	45639093	+	NA	Rasip1
ENSMUSG00000027004.3	391.31158565416	-1.03313061117674	0.228017658026555	-4.53092370177937	5.87263468375415e-06	7.16955102985117e-05	chr2	80411969	80447625	-	NA	Frzb
ENSMUSG00000054072.12	26.7067368063531	1.49652250567325	0.330536455695482	4.52755658229714	5.96696266932558e-06	7.28046034443442e-05	chr18	60376026	60392634	+	NA	Iigp1
ENSMUSG00000031805.17	14.6869217327429	1.7055163363817	0.376802930733587	4.52628203570836	6.00304530734439e-06	7.31594909746464e-05	chr8	71676295	71690575	+	NA	Jak3
ENSMUSG00000020897.12	8.05075727968798	1.85789523568637	0.410521901520912	4.52569090419583	6.01985113927679e-06	7.33215765146741e-05	chr11	69045646	69051664	+	NA	Aurkb
ENSMUSG00000021190.14	666.589714923103	1.32904972321037	0.293746020165869	4.52448588906804	6.05424919372609e-06	7.36547489170411e-05	chr12	102394083	102439813	-	NA	Lgmn
ENSMUSG00000097519.2	3.74008465864775	2.22654596345149	0.492364107624589	4.52215327838064	6.12137051156115e-06	7.43899200504746e-05	chr1	57359221	57377544	-	NA	4930558J18Rik
ENSMUSG00000028041.17	1257.26545769496	1.05104400803006	0.232421887542872	4.52213868126421	6.12179277993912e-06	7.43899200504746e-05	chr3	89338541	89349996	-	NA	Adam15
ENSMUSG00000018845.14	23.3527901790655	1.56721501882236	0.3470021118044	4.51644230829862	6.28872399292422e-06	7.62854320556985e-05	chr11	82910549	82943403	+	NA	Unc45b
ENSMUSG00000031170.14	32.2315959033934	1.22106110740474	0.270386633173675	4.51598177421894	6.30240851413838e-06	7.64071126122759e-05	chrX	8271132	8280179	+	NA	Slc38a5
ENSMUSG00000031387.14	19.8790267141089	1.76645309412022	0.391808027310661	4.50846580720923	6.52980899525018e-06	7.86623822106377e-05	chrX	73922120	73930850	-	NA	Renbp
ENSMUSG00000034401.16	15.8184681998327	1.37233639969441	0.304957212411874	4.50009491115408	6.79231282666854e-06	8.15896830236182e-05	chr4	111719983	111829184	+	NA	Spata6
ENSMUSG00000048440.16	17.9496368266535	1.3429504910637	0.298440818863766	4.49988877586056	6.79890269509378e-06	8.16219587040736e-05	chr17	32536557	32551798	+	NA	Cyp4f16
ENSMUSG00000068876.15	36.8113774461774	-1.2115012282599	0.269313017826016	-4.49848744052382	6.8438638798844e-06	8.20675030504716e-05	chr3	94760068	94786515	-	NA	Cgn
ENSMUSG00000026873.9	7.17596510919639	1.86713764248309	0.415134025237519	4.49767431473439	6.87008288372998e-06	8.23346953280487e-05	chr2	34893756	34914026	-	NA	Phf19
ENSMUSG00000030342.8	189.187672128178	1.46893802861971	0.326705059921922	4.49622062471504	6.91719629919558e-06	8.28152255235731e-05	chr6	125460265	125494791	-	NA	Cd9
ENSMUSG00000050410.15	28.236633485794	1.14089358165576	0.253746583846426	4.49619287228024	6.91809874191566e-06	8.28152255235731e-05	chr17	35512733	35516824	-	NA	Tcf19
ENSMUSG00000022544.14	36.508366640887	1.22902934716201	0.273579071712223	4.49240996202672	7.04216945383606e-06	8.41559370217563e-05	chr16	5244151	5255983	-	NA	Eef2kmt
ENSMUSG00000028551.14	18.4245884453391	1.40827211598576	0.31368425527839	4.48945744738109	7.14048091628952e-06	8.51361900811646e-05	chr4	109660875	109667189	-	NA	Cdkn2c
ENSMUSG00000017652.16	10.0454466404485	1.6153914903293	0.359944183306531	4.48789441598954	7.19305600874107e-06	8.56166080311906e-05	chr2	165055626	165072948	+	NA	Cd40
ENSMUSG00000046410.10	17.8380571067518	1.31172060177749	0.292584424360571	4.48322088451631	7.35247531531442e-06	8.73649524256651e-05	chr7	29221925	29232515	-	NA	Kcnk6
ENSMUSG00000064343.1	40.1208801826373	1.30750404114098	0.291886718502547	4.47949138572939	7.48211095073624e-06	8.86534766644459e-05	chrM	3771	3842	-	NA	mt-Tq
ENSMUSG00000027463.14	16.5023134395155	1.45522409139178	0.325282470086982	4.47372430184341	7.68688419834029e-06	9.08738322441438e-05	chr2	151996510	152009258	+	NA	Slc52a3
ENSMUSG00000051669.6	12.6999166499512	1.73486175495749	0.388654010002194	4.46376908589648	8.05303514111505e-06	9.50412663127195e-05	chr16	5211822	5222299	-	NA	AU021092
ENSMUSG00000022385.11	9.84056648587861	2.10426584228827	0.47155583169412	4.4623896066102	8.10506866386386e-06	9.55976080492735e-05	chr15	85859744	85876573	+	NA	Gtse1
ENSMUSG00000043969.4	105.470141737999	-1.05390238159785	0.236180887525917	-4.46226785172107	8.10967662280375e-06	9.55976080492735e-05	chr19	59458371	59465357	+	NA	Emx2
ENSMUSG00000027412.12	11.9900032776154	1.48278790867252	0.332857838294337	4.45471831539485	8.40034118539977e-06	9.86945703428457e-05	chr2	160880669	160906002	+	NA	Lpin3
ENSMUSG00000024659.15	12.7761865634842	1.86348262540995	0.418863844129781	4.44889825542586	8.63118880234057e-06	0.000101122717884229	chr19	20373427	20390944	-	NA	Anxa1
ENSMUSG00000036718.17	9.59222936745489	1.54675692297968	0.348028047382087	4.44434560551827	8.81597908627973e-06	0.000103172115630312	chr5	139706695	139736336	-	NA	Micall2
ENSMUSG00000047875.6	34.7731029908644	1.37084275662699	0.308547103586963	4.44289620836004	8.87559873408459e-06	0.00010369575213738	chr4	150087364	150105927	+	NA	Gpr157
ENSMUSG00000102215.1	38.9085168963769	-1.40879322148913	0.31718881067576	-4.44149722207331	8.93351004963164e-06	0.000104255856957559	chr3	13470438	13471829	-	NA	Gm2464
ENSMUSG00000049946.7	18.7644348539162	-1.34758175246468	0.303471172746341	-4.4405593462779	8.97253557887952e-06	0.000104536287777776	chr8	58911754	58914298	+	NA	BC030500
ENSMUSG00000026604.17	81.928703446105	1.26157402744933	0.284137117571765	4.44001839052476	8.99511906700767e-06	0.000104626890294468	chr1	189728267	189876695	+	NA	Ptpn14
ENSMUSG00000027684.16	24.0982972715225	1.24537745763744	0.280625244512616	4.4378668063181	9.08548085946172e-06	0.000105558145118846	chr3	29951295	30548008	-	NA	Mecom
ENSMUSG00000022491.5	2.29570358241627	2.22942604906575	0.502360102720245	4.43790427821311	9.08389972742392e-06	0.000105558145118846	chr15	103562758	103565081	-	NA	Glycam1
ENSMUSG00000020467.15	50.1464094959898	1.11477491973983	0.25121754500541	4.43748831203578	9.1014662297166e-06	0.000105685154504199	chr11	28853203	28926743	+	NA	Efemp1
ENSMUSG00000025887.10	10.5578925516333	1.59956434536012	0.360649304151411	4.43523480275058	9.19719892730886e-06	0.000106737525619761	chr9	5345429	5373032	+	NA	Casp12
ENSMUSG00000032113.16	17.7378779387835	1.34647915989999	0.303602964870658	4.43500003523886	9.20722738100003e-06	0.000106794645712065	chr9	36708481	36727065	-	NA	Chek1
ENSMUSG00000064899.1	7.49212479490335	1.80761682585371	0.407619215307438	4.43457216434303	9.22553141912569e-06	0.000106947637787237	chr11	69073426	69073561	+	NA	Snord118
ENSMUSG00000026785.14	13.4753730383326	1.63173338938025	0.367989101708258	4.43418944149572	9.24193350605543e-06	0.000107078424051046	chr2	30077683	30091022	+	NA	Pkn3
ENSMUSG00000024308.15	173.279460463022	1.067147889768	0.240860084295656	4.43057176903615	9.3983561047083e-06	0.000108649984089422	chr17	33915898	33929292	+	NA	Tapbp
ENSMUSG00000000732.9	17.1149887187571	1.7037115998341	0.38512837207156	4.42374990621967	9.70023058566005e-06	0.000111954151345424	chr10	78069301	78083913	+	NA	Icosl
ENSMUSG00000035551.6	11.6691848541659	1.66771063592636	0.377394027662045	4.41901703176869	9.91508343060825e-06	0.000114181795035413	chr4	45809467	45826923	-	NA	Igfbpl1
ENSMUSG00000016758.4	4.82555412239768	2.15304155292625	0.487999788454695	4.4119723079063	1.0243321711757e-05	0.000117530982252633	chr15	83526861	83544634	+	NA	Bik
ENSMUSG00000042821.7	21.2166737727531	1.50060441204997	0.340297917408117	4.40967850605535	1.0352419378232e-05	0.000118419360991947	chr2	167538194	167542814	+	NA	Snai1
ENSMUSG00000003032.8	108.332243917462	1.23374936533035	0.279787796194962	4.40958963224631	1.03566686393283e-05	0.000118419360991947	chr4	55527142	55532466	-	NA	Klf4
ENSMUSG00000086712.2	3.51701090224739	2.12604733444353	0.483116562918737	4.40069229172991	1.07906054297464e-05	0.000122977619265551	chr4	53261355	53270232	-	NA	AI427809
ENSMUSG00000022723.16	31.1261656504019	1.08949785751111	0.247758931175852	4.39741103313774	1.09549765401306e-05	0.000124714983333561	chr16	59490774	59600979	-	NA	Crybg3
ENSMUSG00000032125.20	32.7454166366921	1.28153858669289	0.291488309574584	4.39653510826298	1.09992576754935e-05	0.000125150966141238	chr9	37401896	37415115	+	NA	Robo4
ENSMUSG00000109556.1	5.94351224609198	1.95476729941896	0.444751342795674	4.39519145042135	1.10675166708831e-05	0.00012565416728457	chr6	82803768	82805083	-	NA	Gm38843
ENSMUSG00000026837.16	71.1005786307683	1.1516507099114	0.262557841737408	4.38627428642257	1.15308701245957e-05	0.000130489765647008	chr2	27886424	28039514	+	NA	Col5a1
ENSMUSG00000112567.1	49.9750648835769	1.10871687728968	0.252836449615442	4.38511487950416	1.15924583272123e-05	0.000131115782042721	chr12	31258650	31258857	-	NA	Gm32899
ENSMUSG00000004837.2	18.7081361369848	1.57743910033974	0.360223797367832	4.37905299945795	1.19196143658574e-05	0.000134525037902415	chr11	61653264	61672784	+	NA	Grap
ENSMUSG00000026068.11	3.11068565101371	2.20291326760016	0.503516584874611	4.37505602352451	1.21401294834377e-05	0.000136939874804279	chr1	40515361	40551705	+	NA	Il18rap
ENSMUSG00000020641.16	47.0218800931719	1.18268902510126	0.270340050979228	4.37481986415744	1.21532795894923e-05	0.000137014305150971	chr12	26442745	26456452	-	NA	Rsad2
ENSMUSG00000039981.6	2.97206347579043	2.18611457161732	0.499760377484423	4.37432551700331	1.21808504382461e-05	0.000137251145051207	chr10	7832469	7870396	+	NA	Zc3h12d
ENSMUSG00000038692.8	2.47853175477185	2.19987687371838	0.50316059497273	4.37211676688953	1.23047681967449e-05	0.000138423677944339	chr11	96318266	96321638	+	NA	Hoxb4
ENSMUSG00000029553.10	4.776422331736	2.05651810567179	0.470631401565765	4.36970014926727	1.24417258971735e-05	0.000139813978338307	chr6	16833372	16898441	-	NA	Tfec
ENSMUSG00000021665.9	7.42046940305711	1.69329453625835	0.388127104226461	4.36273199634717	1.28448258441701e-05	0.000143725972648009	chr13	97176330	97198357	-	NA	Hexb
ENSMUSG00000036362.2	49.6972710466059	1.12181373368174	0.25718373016256	4.36191563507018	1.28928587776038e-05	0.000144186286425683	chr3	59207891	59210882	-	NA	P2ry13
ENSMUSG00000024301.10	39.61535239718	1.07769460189135	0.247429513013997	4.35556207003641	1.32725898751522e-05	0.000148116153713478	chr17	26917090	26932583	+	NA	Kifc5b
ENSMUSG00000062687.6	3.7872197330792	2.0592093531319	0.472855058076471	4.35484260548795	1.33162562287538e-05	0.000148402248836979	chr8	85151923	85173622	+	NA	Cks1brt
ENSMUSG00000097295.1	5.73042803223761	1.84158546291067	0.422901241433714	4.35464662309184	1.33281746888492e-05	0.000148402248836979	chr10	22262741	22263367	-	NA	Hmgb1-ps8
ENSMUSG00000021485.14	2.77059001582491	2.17584794709599	0.499671630576134	4.35455570008483	1.3333707529512e-05	0.000148402248836979	chr13	55325167	55329823	-	NA	Mxd3
ENSMUSG00000033107.6	16.2786368544035	1.51117627468312	0.347026462973659	4.35464276047971	1.33284096917091e-05	0.000148402248836979	chr18	20944624	20983862	+	NA	Rnf125
